source_row_id,split
1413,test
1414,train
1415,train
1416,train
1417,validation
1418,train
1419,test
1420,test
1421,train
1422,train
1423,train
1424,train
1425,train
1426,train
1427,train
1428,train
1429,train
1430,test
1431,train
1432,train
1433,test
1434,train
1435,validation
1436,test
1437,train
1438,train
1439,test
1440,train
1441,validation
1442,train
1443,train
1444,train
1445,train
1446,validation
1447,validation
1448,validation
1449,train
1450,validation
1451,train
1452,train
1453,validation
1454,train
1455,test
1456,validation
1457,validation
1458,validation
1459,train
1460,train
1461,train
1462,test
1463,train
1464,validation
1465,train
1466,test
1467,test
1468,train
1469,train
1470,train
1471,train
1472,train
1473,train
1474,train
1475,train
1476,test
1477,train
1478,test
1479,train
1480,test
1481,train
1482,validation
1483,validation
1484,train
1485,train
1486,train
1487,train
1488,train
1489,train
1490,validation
1491,train
1492,train
1493,test
1494,train
1495,train
1496,train
1497,test
1498,test
1499,validation
1500,train
1501,train
1502,train
1503,validation
1504,train
1505,train
1506,train
1507,validation
1508,train
1509,train
1510,test
1511,validation
1512,validation
1513,test
1514,train
1515,validation
1516,train
1517,validation
1518,validation
1519,train
1520,validation
1521,train
1522,train
1523,train
1524,test
1525,train
1526,train
1527,train
1528,train
1529,train
1530,train
1531,train
1532,validation
1533,train
1534,test
1535,train
1536,train
1537,test
1538,train
1539,validation
1540,train
1541,validation
1542,train
1543,validation
1544,train
1545,train
1546,train
1547,test
1548,validation
1549,validation
1550,test
1551,test
1552,train
1553,train
1554,train
1555,train
1556,test
1557,train
1558,train
1559,validation
1560,train
1561,test
1562,train
1563,test
1564,train
1565,train
1566,train
1567,validation
1568,train
1569,test
1570,test
1571,test
1572,train
1573,train
1574,test
1575,train
1576,validation
1577,test
1578,train
1579,validation
1580,train
1581,train
1582,train
1583,test
1584,test
1585,train
1586,train
1587,validation
1588,train
1589,validation
1590,train
1591,train
1592,test
1593,validation
1594,train
1595,train
1596,validation
1597,train
1598,train
1599,test
1600,train
1601,train
1602,train
1603,train
1604,train
1605,validation
1606,train
1607,train
1608,train
1609,test
1610,test
1611,train
1612,validation
1613,train
1614,train
1615,train
1616,train
1617,train
1618,train
1619,test
1620,train
1621,test
1622,train
1623,test
1624,train
1625,test
1626,train
1627,train
1628,train
1629,train
1630,train
1631,validation
1632,validation
1633,test
1634,train
1635,train
1636,train
1637,train
1638,train
1639,train
1640,validation
1641,test
1642,train
1643,validation
1644,validation
1645,test
1646,train
1647,validation
1648,validation
1649,validation
1650,train
1651,train
1652,validation
1653,train
1654,train
1655,test
1656,train
1657,validation
1658,train
1659,test
1660,train
1661,train
1662,test
1663,validation
1664,test
1665,train
1666,test
1667,test
1668,train
1669,validation
1670,test
1671,train
1672,train
1673,test
1674,test
1675,train
1676,train
1677,validation
1678,test
1679,validation
1680,train
1681,train
1682,test
1683,train
1684,validation
1685,validation
1686,train
1687,train
1688,test
1689,test
1690,train
1691,train
1692,train
1693,train
1694,train
1695,test
1696,train
1697,train
1698,train
1699,train
1700,train
1701,train
1702,validation
1703,validation
1704,validation
1705,test
1706,train
1707,train
1708,train
1709,train
1710,validation
1711,train
1712,test
1713,train
1714,train
1715,train
1716,test
1717,test
1718,validation
1719,train
1720,validation
1721,train
1722,train
1723,test
1724,train
1725,train
1726,train
1727,train
1728,test
1729,train
1730,train
1731,train
1732,train
1733,train
1734,test
1735,train
1736,validation
1737,train
1738,train
1739,test
1740,train
1741,train
1742,train
1743,train
1744,train
1745,test
1746,train
1747,test
1748,train
1749,validation
1750,train
1751,train
1752,train
1753,train
1754,train
1755,test
1756,test
1757,train
1758,train
1759,validation
1760,validation
1761,train
1762,validation
1763,test
1764,train
1765,test
1766,train
1767,test
1768,train
1769,train
1770,train
1771,train
1772,validation
1773,validation
1774,test
1775,train
1776,validation
1777,train
1778,train
1779,validation
1780,validation
1781,validation
1782,test
1783,train
1784,validation
1785,train
1786,train
1787,train
1788,train
1789,train
1790,test
1791,train
1792,test
1793,train
1794,train
1795,validation
1796,train
1797,test
1798,test
1799,train
1800,test
1801,validation
1802,train
1803,test
1804,validation
1805,validation
1806,train
1807,train
1808,train
1809,train
1810,train
1811,train
1812,train
1813,train
1814,train
1815,train
1816,train
1817,validation
1818,train
1819,train
1820,train
1821,train
1822,train
1823,train
1824,train
1825,train
1826,validation
1827,test
1828,train
1829,train
1830,train
1831,train
1832,train
1833,train
1834,train
1835,train
1836,train
1837,train
1838,train
1839,validation
1840,test
1841,test
1842,train
1843,train
1844,train
1845,test
1846,train
1847,train
1848,train
1849,test
1850,validation
1851,train
1852,train
1853,test
1854,train
1855,validation
1856,test
1857,test
1858,train
1859,validation
1860,train
1861,train
1862,train
1863,test
1864,train
1865,train
1866,validation
1867,train
1868,validation
1869,train
1870,train
1871,test
1872,train
1873,train
1874,train
1875,train
1876,train
1877,train
1878,validation
1879,train
1880,train
1881,train
1882,validation
1883,validation
1884,train
1885,train
1886,validation
1887,train
1888,train
1889,train
1890,train
1891,test
1892,train
1893,test
1894,train
1895,validation
1896,validation
1897,train
1898,test
1899,train
1900,train
1901,train
1902,train
1903,train
1904,test
1905,train
1906,validation
1907,validation
1908,validation
1909,train
1910,test
1911,train
1912,train
1913,train
1914,train
1915,train
1916,train
1917,test
1918,test
1919,train
1920,train
1921,train
1922,validation
1923,validation
1924,test
1925,test
1926,train
1927,train
1928,validation
1929,train
1930,validation
1931,train
1932,validation
1933,validation
1934,train
1935,train
1936,test
1937,train
1938,validation
1939,train
1940,train
1941,test
1942,test
1943,train
1944,train
1945,train
1946,train
1947,train
1948,validation
1949,train
1950,test
1951,test
1952,train
1953,test
1954,train
1955,train
1956,train
1957,test
1958,train
1959,train
1960,test
1961,train
1962,train
1963,test
1964,train
1965,train
1966,train
1967,train
1968,test
1969,train
1970,test
1971,train
1972,train
1973,train
1974,validation
1975,test
1976,train
1977,validation
1978,train
1979,test
1980,validation
1981,validation
1982,train
1983,train
1984,train
1985,validation
1986,train
1987,train
1988,train
1989,train
1990,train
1991,train
1992,train
1993,validation
1994,validation
1995,train
1996,train
1997,validation
1998,validation
1999,test
2000,train
2001,test
2002,train
2003,train
2004,test
2005,test
2006,validation
2007,train
2008,train
2009,train
2010,validation
2011,validation
2012,train
2013,test
2014,test
2015,train
2016,train
2017,train
2018,train
2019,train
2020,train
2021,train
2022,train
2023,train
2024,test
2025,train
2026,train
2027,validation
2028,train
2029,test
2030,test
2031,test
2032,test
2033,train
2034,test
2035,validation
2036,train
2037,train
2038,train
2039,train
2040,test
2041,test
2042,test
2043,test
2044,train
2045,train
2046,train
2047,train
2048,train
2049,train
2050,train
2051,train
2052,test
2053,train
2054,validation
2055,train
2056,test
2057,validation
2058,train
2059,test
2060,validation
2061,train
2062,test
2063,train
2064,train
2065,train
2066,train
2067,train
2068,validation
2069,test
2070,train
2071,train
2072,train
2073,test
2074,train
2075,validation
2076,train
2077,test
2078,test
2079,train
2080,train
2081,test
2082,train
2083,train
2084,test
2085,train
2086,train
2087,validation
2088,train
2089,train
2090,test
2091,train
2092,train
2093,validation
2094,test
2095,test
2096,test
2097,train
2098,test
2099,train
2100,train
2101,train
2102,train
2103,train
2104,validation
2105,train
2106,validation
2107,train
2108,train
2109,test
2110,train
2111,train
2112,validation
2113,train
2114,validation
2115,test
2116,train
2117,validation
2118,train
2119,validation
2120,train
2121,train
2122,train
2123,test
2124,test
2125,train
2126,test
2127,test
2128,train
2129,validation
2130,train
2131,train
2132,validation
2133,train
2134,train
2135,train
2136,train
2137,train
2138,validation
2139,test
2140,test
2141,validation
2142,validation
2143,test
2144,train
2145,train
2146,validation
2147,test
2148,train
2149,train
2150,test
2151,train
2152,test
2153,test
2154,validation
2155,validation
2156,validation
2157,train
2158,train
2159,train
2160,test
2161,train
2162,validation
2163,validation
2164,train
2165,test
2166,train
2167,train
2168,test
2169,train
2170,test
2171,validation
2172,test
2173,train
2174,train
2175,train
2176,train
2177,train
2178,test
2179,train
2180,train
2181,train
2182,train
2183,train
2184,validation
2185,train
2186,test
2187,train
2188,train
2189,train
2190,train
2191,train
2192,train
2193,train
2194,validation
2195,test
2196,train
2197,train
2198,train
2199,train
2200,train
2201,validation
2202,test
2203,test
2204,train
2205,validation
2206,test
2207,train
2208,train
2209,validation
2210,train
2211,train
2212,train
2213,train
2214,train
2215,train
2216,test
2217,train
2218,train
2219,test
2220,train
2221,train
2222,train
2223,test
2224,train
2225,train
2226,test
2227,validation
2228,test
2229,validation
2230,train
2231,train
2232,train
2233,validation
2234,test
2235,validation
2236,validation
2237,train
2238,train
2239,test
2240,validation
2241,train
2242,train
2243,train
2244,train
2245,test
2246,train
2247,test
2248,train
2249,train
2250,train
2251,test
2252,train
2253,validation
2254,train
2255,train
2256,train
2257,validation
2258,test
2259,train
2260,test
2261,train
2262,train
2263,train
2264,train
2265,test
2266,train
2267,test
2268,train
2269,train
2270,train
2271,train
2272,test
2273,train
2274,train
2275,train
2276,train
2277,validation
2278,train
2279,test
2280,train
2281,validation
2282,validation
2283,train
2284,train
2285,train
2286,train
2287,validation
2288,train
2289,train
2290,train
2291,train
2292,test
2293,test
2294,train
2295,train
2296,validation
2297,test
2298,train
2299,train
2300,train
2301,validation
2302,test
2303,train
2304,train
2305,train
2306,train
2307,test
2308,train
2309,train
2310,train
2311,test
2312,train
2313,train
2314,validation
2315,train
2316,train
2317,train
2318,validation
2319,train
2320,train
2321,validation
2322,train
2323,train
2324,validation
2325,validation
2326,train
2327,validation
2328,train
2329,train
2330,train
2331,validation
2332,train
2333,train
2334,train
2335,test
2336,train
2337,validation
2338,test
2339,validation
2340,train
2341,train
2342,train
2343,train
2344,train
2345,train
2346,train
2347,validation
2348,train
2349,train
2350,train
2351,validation
2352,train
2353,train
2354,train
2355,train
2356,train
2357,train
2358,train
2359,train
2360,test
2361,train
2362,train
2363,train
2364,validation
2365,train
2366,test
2367,train
2368,train
2369,train
2370,train
2371,validation
2372,train
2373,train
2374,test
2375,train
2376,validation
2377,validation
2378,validation
2379,validation
2380,test
2381,train
2382,train
2383,train
2384,validation
2385,train
2386,train
2387,train
2388,train
2389,test
2390,validation
2391,train
2392,validation
2393,train
2394,validation
2395,validation
2396,train
2397,validation
2398,test
2399,train
2400,train
2401,train
2402,train
2403,train
2404,train
2405,test
2406,test
2407,train
2408,train
2409,train
2410,test
2411,validation
2412,validation
2413,train
2414,train
2415,train
2416,train
2417,test
2418,validation
2419,train
2420,train
2421,train
2422,train
2423,train
2424,test
2425,train
2426,train
2427,train
2428,test
2429,validation
2430,validation
2431,train
2432,train
2433,test
2434,validation
2435,test
2436,validation
2437,train
2438,train
2439,test
2440,train
2441,test
2442,train
2443,train
2444,validation
2445,test
2446,validation
2447,validation
2448,validation
2449,validation
2450,train
2451,train
2452,train
2453,train
2454,test
2455,test
2456,validation
2457,train
2458,validation
2459,train
2460,train
2461,test
2462,train
2463,train
2464,train
2465,train
2466,train
2467,validation
2468,train
2469,test
2470,train
2471,train
2472,validation
2473,train
2474,train
2475,test
2476,train
2477,train
2478,test
2479,validation
2480,train
2481,test
2482,train
2483,train
2484,validation
2485,validation
2486,test
2487,train
2488,train
2489,test
2490,train
2491,train
2492,train
2493,test
2494,train
2495,train
2496,train
2497,train
2498,train
2499,train
2500,test
2501,train
2502,validation
2503,test
2504,train
2505,validation
2506,train
2507,train
2508,train
2509,validation
2510,train
2511,train
2512,train
2513,train
2514,test
2515,train
2516,validation
2517,validation
2518,train
2519,train
2520,test
2521,test
2522,test
2523,train
2524,train
2525,train
2526,train
2527,train
2528,validation
2529,test
2530,validation
2531,train
2532,test
2533,train
2534,validation
2535,test
2536,train
2537,train
2538,train
2539,validation
2540,train
2541,train
2542,test
2543,validation
2544,validation
2545,train
2546,validation
2547,validation
2548,validation
2549,train
2550,test
2551,test
2552,train
2553,train
2554,validation
2555,validation
2556,train
2557,validation
2558,train
2559,train
2560,train
2561,train
2562,validation
2563,validation
2564,validation
2565,train
2566,train
2567,validation
2568,train
2569,train
2570,validation
2571,train
2572,train
2573,validation
2574,train
2575,train
2576,validation
2577,validation
2578,train
2579,train
2580,test
2581,test
2582,train
2583,validation
2584,train
2585,train
2586,test
2587,train
2588,train
2589,validation
2590,validation
2591,train
2592,train
2593,validation
2594,train
2595,test
2596,validation
2597,test
2598,validation
2599,test
2600,train
2601,validation
2602,train
2603,train
2604,train
2605,validation
2606,validation
2607,test
2608,validation
2609,train
2610,validation
2611,test
2612,train
2613,train
2614,validation
2615,train
2616,validation
2617,test
2618,train
2619,train
2620,test
2621,train
2622,train
2623,test
2624,train
2625,test
2626,train
2627,test
2628,test
2629,train
2630,validation
2631,train
2632,test
2633,test
2634,train
2635,test
2636,train
2637,train
2638,train
2639,train
2640,train
2641,test
2642,test
2643,train
2644,train
2645,train
2646,train
2647,train
2648,train
2649,train
2650,train
2651,train
2652,train
2653,test
2654,train
2655,train
2656,train
2657,validation
2658,train
2659,test
2660,validation
2661,train
2662,test
2663,test
2664,train
2665,validation
2666,train
2667,train
2668,train
2669,test
2670,validation
2671,train
2672,test
2673,train
2674,test
2675,train
2676,train
2677,validation
2678,train
2679,train
2680,test
2681,train
2682,train
2683,train
2684,train
2685,test
2686,test
2687,validation
2688,validation
2689,validation
2690,validation
2691,train
2692,validation
2693,test
2694,train
2695,train
2696,train
2697,train
2698,train
2699,train
2700,validation
2701,test
2702,train
2703,train
2704,validation
2705,validation
2706,test
2707,test
2708,train
2709,train
2710,test
2711,validation
2712,train
2713,validation
2714,train
2715,validation
2716,validation
2717,validation
2718,validation
2719,test
2720,validation
2721,validation
2722,train
2723,train
2724,test
2725,train
2726,train
2727,train
2728,test
2729,train
2730,validation
2731,train
2732,validation
2733,train
2734,train
2735,train
2736,test
2737,test
2738,train
2739,train
2740,train
2741,train
2742,train
2743,train
2744,train
2745,train
2746,train
2747,train
2748,test
2749,train
2750,train
2751,train
2752,validation
2753,train
2754,train
2755,train
2756,train
2757,test
2758,train
2759,train
2760,test
2761,train
2762,test
2763,test
2764,train
2765,train
2766,train
2767,train
2768,validation
2769,validation
2770,train
2771,train
2772,train
2773,train
2774,test
2775,validation
2776,test
2777,test
2778,validation
2779,validation
2780,train
2781,test
2782,train
2783,train
2784,train
2785,train
2786,test
2787,test
2788,train
2789,test
2790,train
2791,test
2792,train
2793,train
2794,train
2795,train
2796,train
2797,train
2798,train
2799,train
2800,train
2801,train
2802,train
2803,validation
2804,train
2805,validation
2806,train
2807,train
2808,train
2809,train
2810,train
2811,test
2812,train
2813,train
2814,train
2815,test
2816,train
2817,test
2818,validation
2819,train
2820,train
2821,train
2822,train
2823,train
2824,train
2825,train
2826,train
2827,test
2828,train
2829,train
2830,train
2831,train
2832,train
2833,test
2834,train
2835,validation
2836,train
2837,train
2838,train
2839,train
2840,train
2841,train
2842,train
2843,test
2844,train
2845,test
2846,test
2847,train
2848,train
2849,test
2850,train
2851,validation
2852,train
2853,train
2854,train
2855,validation
2856,validation
2857,test
2858,test
2859,train
2860,train
2861,train
2862,train
2863,train
2864,train
2865,train
2866,test
2867,train
2868,train
2869,train
2870,validation
2871,test
2872,validation
2873,validation
2874,train
2875,train
2876,train
2877,train
2878,train
2879,test
